klasa,przedmiot,czas_nauki,forma_nauki,coursebook1,notebook2,notebooks3,apps4,websites5,flashards6,books7,prosGoodMark,prosInterest,prosPositivMark,prosJoy,prosJob,prosStudies,zleSam1,napietyPlan2,niechec3,rozrywka4,zycieTow5,podejscie1,determinacja2,podzialCzasu3,rozkladNauki4,rezRozrywka5,nauczyciel,pytania,ocena,prognozaOceny,motywacjaPo,aktualnaMotywacja,plec
drugiej,zawodowy,minuty,pobieznie,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,pilnowal,nieTak,dop,nizsza,lekkoMaleje,2,K
drugiej,zawodowy,doGodziny,intensywnie,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,dst,nizsza,bezZmian,3,K
drugiej,inny,doGodziny,intensywnie,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,db,dokladnie,chcePracowac,4,K
drugiej,maturalny,doGodziny,intensywnie,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,prawidlowyPrzebieg,nieTak,dop,nizsza,lekkoMaleje,2,K
drugiej,zawodowy,doGodziny,intensywnie,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,brakUwagi,nieTak,dst,nizsza,bezZmian,3,K
drugiej,maturalny,minuty,pobieznie,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,pilnowal,nieTak,dop,nizsza,lekkoMaleje,2,K
drugiej,zawodowy,doGodziny,intensywnie,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pilnowal,nieTak,dst,nizsza,lekkoMaleje,2,K
drugiej,inny,doGodziny,intensywnie,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brakUwagi,takTak,db,dokladnie,bezZmian,3,K
drugiej,inny,doGodziny,intensywnie,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,db,dokladnie,chcePracowac,4,K
pierwszej,inny,do5Godzin,skrupulatnie,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieNie,celującą,dokladnie,mocnoRosnie,5,K
pierwszej,inny,minuty,pobieznie,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,takTak,dst,dokladnie,bezZmian,3,K
pierwszej,maturalny,powyzej5Godzin,kompleksowo,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,pilnowal,nieNie,celującą,dokladnie,mocnoRosnie,5,K
drugiej,maturalny,do5Godzin,skrupulatnie,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,mocnoRosnie,5,K
drugiej,maturalny,powyzej5Godzin,skrupulatnie,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,pilnowal,nieNie,celującą,wyzsza,mocnoRosnie,5,K
pierwszej,maturalny,do5Godzin,intensywnie,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,prawidlowyPrzebieg,nieTak,db,nizsza,chcePracowac,4,K
pierwszej,maturalny,do5Godzin,kompleksowo,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,pilnowal,nieNie,bdb,dokladnie,mocnoRosnie,5,K
pierwszej,maturalny,powyzej5Godzin,kompleksowo,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,pilnowal,nieNie,bdb,dokladnie,mocnoRosnie,5,K
pierwszej,maturalny,do5Godzin,kompleksowo,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,mocnoRosnie,5,K
pierwszej,maturalny,do5Godzin,intensywnie,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,brakUwagi,nieTak,db,nizsza,chcePracowac,3,K
pierwszej,maturalny,powyzej5Godzin,kompleksowo,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,pilnowal,nieNie,bdb,dokladnie,mocnoRosnie,5,K
pierwszej,maturalny,do5Godzin,skrupulatnie,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,pilnowal,nieNie,celującą,wyzsza,mocnoRosnie,5,K
trzeciej,inny,do5Godzin,kompleksowo,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieNie,celującą,dokladnie,mocnoRosnie,5,K
drugiej,inny,doGodziny,intensywnie,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,bezZmian,4,K
trzeciej,maturalny,do5Godzin,skrupulatnie,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,takTak,bdb,dokladnie,mocnoRosnie,5,K
trzeciej,zawodowy,do5Godzin,kompleksowo,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pilnowal,takTak,db,nizsza,chcePracowac,4,K
trzeciej,inny,do5Godzin,skrupulatnie,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brakUwagi,nieNie,bdb,dokladnie,chcePracowac,4,K
trzeciej,inny,do5Godzin,skrupulatnie,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieNie,db,nizsza,chcePracowac,4,K
czwartej,maturalny,do5Godzin,skrupulatnie,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,mocnoRosnie,5,M
drugiej,zawodowy,do5Godzin,skrupulatnie,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,mocnoRosnie,4,M
trzeciej,inny,do5Godzin,skrupulatnie,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,mocnoRosnie,4,M
trzeciej,zawodowy,do5Godzin,skrupulatnie,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,mocnoRosnie,5,M
